Bird.ID,Species,Nest.Type.Specific,Nest.Type,Sex,Family,Assay,Nest.Type.Ind,Assay.Date,Assay.Time,Collect.Date,Collect.Time,Dissec.Init.,Treatment,Capture,Mount.ID,Mount.Sex,Song.ID,Time.Point,Days.Delayed,Location,Playback.start,Box.set,Bird.in.hand,Bird.in.iso,Latency.Sample,Decapitate,Euth?,RNA.blood,Mass,Brain.time,Brain.sec,Body.time,Plasma,Wing,Tarsus,Testosterone,logTestosterone,T.Exclude?,VmT.Sequenced,Brain.Macrodissection.Time,Territory.comments,Assay.comments,Dissection.comments,Breeding.comments,Other.comments,nest stage,observer,scorer initials,Assay file,Vocalizations,Songs,Hovers,Flyovers,Dives,Pecks,Attacks,Physical.Contact,Attack.Rate,Chase,Tail-flicks,Wing Waves,Copulation Attempts,Aggression.Score,Epochs.Agg,Distance (raw/epochs),Raw distance,Number of epochs,Exclude?,Notes,Brown,DarkGreen,MEred,MEtan4,MEpink4,MEsienna4,MEroyalblue,MEturquoise,MEcoral3,MEblue,MEdarkorange2,MEpurple,MEyellowgreen
ETF2,Eurasian Tree Sparrow,Obligate.Cavity,zCavity,F,Passeridae,NA,NA,NA,NA,3/25/21,12:44,SEL,Passive,Box,,,,No.Playback,,Forbes 2,,,12:44,12:49,NA,:18,Yes,50,20.3,7:46,466,14:46,190,68,18.1,0.551750398,-0.258257345,,Yes,6:28,likely paired with ETM1,,,ovaries white and small,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07724985,-0.08230232,0.052826386,0.119809412,0.047573638,0.072365792,-0.065141856,,,,
ETF3,Eurasian Tree Sparrow,Obligate.Cavity,zCavity,F,Passeridae,NA,NA,NA,NA,3/28/21,11:29,SEL,Passive,Box,,,,No.Playback,,Forbes 0,,,11:29,11:34,NA,:30,Yes,100,19.4,10:18,618,15:25,144,66,17.5,0.11005,-0.958409953,,Yes,6:51,paired with ETM3; took over box on 3/25,,,,,nest 1/3 complete,,,,,,,,,,,,,,,,,,,,,,,,,,-0.064025046,-0.039805791,0.071283763,0.074710463,0.070800235,0.019138763,0.012538319,,,,
ETF4,Eurasian Tree Sparrow,Obligate.Cavity,zCavity,F,Passeridae,NA,NA,NA,NA,4/1/21,11:24,SEL,Passive,Box,,,,No.Playback,,Forbes 5,,,11:24,11:31,NA,:30,Yes,none,20.4,10:01,601,17:03,74,69,16.7,0.327049302,-0.485386773,,Yes,7:50,,,,"follicles small,white",,nest 1/2 complete,,,,,,,,,,,,,,,,,,,,,,,,,,-0.082955351,-0.095083864,0.07208853,0.112764199,0.054683126,0.089465268,-0.045531508,,,,
ETF6,Eurasian Tree Sparrow,Obligate.Cavity,zCavity,F,Passeridae,NA,NA,NA,NA,4/5/21,10:00,SEL,Passive,Box,,,,No.Playback,,Forbes 0,,,10:00,10:05,NA,:25,Yes,50,19.6,6:51,411,13:42,140,68,17.9,0.657284429,-0.182246656,,Yes,6:51,paired,,,"follicles small,white",,nest 1/3 complete,,,,,,,,,,,,,,,,,,,,,,,,,,-0.052085675,-0.082235385,0.077935388,0.11268779,,,,,,,
ETM1,Eurasian Tree Sparrow,Obligate.Cavity,zCavity,M,Passeridae,NA,NA,NA,NA,3/25/21,12:15,SEL,Passive,Box,,,,No.Playback,,Forbes 2,,,12:15,12:18,NA,:30,Yes,50,21.1,8:50,530,14:14,74,71,18,8.892375,0.949017769,,Yes,6:31,paired,,,large white testes,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086062042,-0.070511572,0.064911691,0.104081148,,,,0.058050699,-0.030979974,0.022007769,0.045156978
ETM2,Eurasian Tree Sparrow,Obligate.Cavity,zCavity,M,Passeridae,NA,NA,NA,NA,3/25/21,2:35,SEL,Passive,Box,,,,No.Playback,,Forbes 0,,,2:35,2:39,NA,:18,Yes,100,22,9:30,570,17:36,170,71,18.2,8.792,0.944087679,,Yes,6:12,may have swtiched brains for ETM2 and ETF2,,,large white testes,,nest 1/2 complete,,,,,,,,,,,,,,,,,,,,,,,,,,0.102044123,-0.038074289,0.045755974,0.08594574,,,,0.021920396,0.034447198,-0.16822251,0.038569028
ETM3,Eurasian Tree Sparrow,Obligate.Cavity,zCavity,M,Passeridae,NA,NA,NA,NA,3/28/21,8:30,SEL,Passive,Box,,,,No.Playback,,Forbes 0,,,8:30,8:34,NA,:44,Yes,50,21.3,6:37,397,10:55,74,70,18,1.420125,0.152326573,,Yes,7:53,paired with ETF3; took over box on 3/25,,,large white/yellow testes,,nest 1/3 complete,,,,,,,,,,,,,,,,,,,,,,,,,,0.089600806,-0.085934368,0.04578738,0.103656883,,,,0.038956272,-0.008570905,-0.040521321,0.036316942
ETM4,Eurasian Tree Sparrow,Obligate.Cavity,zCavity,M,Passeridae,NA,NA,NA,NA,3/28/21,10:12,SEL,Passive,Box,,,,No.Playback,,Forbes 3,,,10:12,10:18,NA,:40,Yes,none,19.8,11:00,660,15:48,55,72,17.9,4.17875,0.62104639,,Yes,7:55,put up box on 3/26,,,"DD not well developed, no seminal glomerulus visible, R testes smaller then left",,nest 1/3 complete,,,,,,,,,,,,,,,,,,,,,,Maybe for brains,,,,0.08683641,-0.076572791,0.050080219,0.09566023,,,,0.041346236,-0.012918124,-0.022457482,0.030235764
ETM7,Eurasian Tree Sparrow,Obligate.Cavity,zCavity,M,Passeridae,NA,NA,NA,NA,4/17/21,11:30,SEL,Passive,,,,,No.Playback,,Funky Hollow,,,11:30,NA,NA,:20,Yes,,22.1,14:31,151,23:50,60,NA,NA,3.6865,0.566614238,,Yes,7:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maybe for brains,,,,0.103075172,-0.034987949,0.059919934,0.079366124,,,,0.020239183,0.044767986,-0.200934301,0.044831982
HSF1,House Sparrow,Facultative Cavity,zCavity,F,Passeridae,NA,Natural,NA,NA,3/25/20,8:58 AM,SEW/MJW,Passive ,Net,-,-,-,No.Playback,-,Hopscotch South ,-,-,8:58 AM,9:01 AM,NA,1:05,Yes,50,25.6,10:14,614,17:32,54,,,0.1661,-0.779630368,,Yes,6:41,,,x1 adrenals ,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,-0.085021338,0.083893036,0.102307231,0.097958574,0.044297359,-0.439577156,-0.33082765,,,,
HSF2,House Sparrow,Facultative Cavity,zCavity,F,Passeridae,NA,Natural,NA,NA,3/25/20,9:23 AM,SEW/MJW,Passive ,Net,-,-,-,No.Playback,-,Hopscotch South ,-,-,9:23 AM,9:42 AM,NA,,Yes,50,28.5,10:29,629,9:54,90,,,0.256588044,-0.590763584,,Yes,8:53,,,"2 nicks in the L tellencephalon, x2 adrenals ",,,-,,,,,,,,,,,,,,,,,,,,,,,,,,-0.048547024,0.065750294,0.156480406,0.120593349,0.097132348,-0.380139194,-0.349013022,,,,
HSF3,House Sparrow,Facultative Cavity,zCavity,F,Passeridae,NA,Natural,NA,NA,3/25/20,12:18 PM,SEW/MJW,Passive ,Net,-,-,-,No.Playback,-,Hopscotch South ,-,-,12:18 PM,12:21 PM,NA,,Yes,30,20.4,10:30,630,~16:30,45,,,0.204222222,-0.689897002,,Yes,7:24,,,"not m uch trunk blood or DNA blood, nicked L tellencephalon (not an easy brain), 1 adr, small follicles ",,,-,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08144397,0.064624106,0.117706774,0.080123109,,,,,,,
HSF4,House Sparrow,Facultative Cavity,zCavity,F,Passeridae,NA,Natural,NA,NA,4/1/20,8:44 AM,SEL,Passive ,Net,-,-,-,No.Playback,-,348 S Morton ,-,-,8:44 AM,8:55 AM,NA,0:28,Yes,50,27.6,8:13,493,14:04,92,,,0.405202462,-0.392327925,,Yes,7:04,,,"1 med yellow follicle, developed oviduct, beginning of brood patch ",,,-,,,,,,,,,,,,,,,,,,,,,,,,,,-0.057460503,0.074429349,0.12425889,0.125471371,0.074777184,-0.403833972,-0.354714508,,,,
HSF5,House Sparrow,Facultative Cavity,zCavity,F,Passeridae,NA,Natural,NA,NA,4/3/20,8:35 AM,SEL,Passive ,Net,-,-,-,No.Playback,-,348 S Morton ,-,-,8:35 AM,8:38 AM,NA,0:24,Yes,100,25.8,7:52,472,13:51,272,,,0.197725,-0.703938416,,Yes,8:26,,,"brain- CB came out a little, 1 med yellow follicle mostly small and white ",,,-,,,,,,,,,,,,,,,,,,,,,,,,,,-0.084070026,0.10811088,0.099331141,0.10472736,0.027692711,-0.438053997,-0.334185419,,,,
HSF7,House Sparrow,Facultative Cavity,zCavity,F,Passeridae,NA,Natural,NA,NA,4/4/20,9:06 AM,SEL,Passive,Net,,,,No.Playback,,348 S Morton ,,,8:35 AM,8:38 AM,NA,:22,Yes,100,26.7,8:38,518,15:01,158,,,0.19165,-0.717491176,,Yes,6:43,,,Nicked telencephalon R,"One large yellow follicle, 1 medium, enlarged oviduct",,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.059083908,0.090785355,0.113958894,0.100496702,0.079223741,-0.424173052,-0.318255126,,,,
HSM10,House Sparrow,Facultative Cavity,zCavity,M,Passeridae,NA,Box,NA,NA,4/18/21,9:29 AM,TAE,Passive,Box,,,,No.Playback,,Forbes 2,,,9:29 AM,9:34 AM,NA,:28,Yes,100,30.2,11:42,702,19:39,150,80,20,8.312,0.919705535,,Yes,7:17,"Paired, nest 1/2 complete",,"popped G1, splen broke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123686161,0.081026248,0.11103894,0.115182466,,,,-0.365470722,0.020731605,-0.173457833,0.057823706
HSM11,House Sparrow,Facultative Cavity,zCavity,M,Passeridae,NA,Box,NA,NA,4/18/21,1:35 AM,SEL,Passive,Box,,,,No.Playback,,Duane Esary 2,,,1:35 PM,1:44 PM,NA,:33,Yes,100,27.9,8:38,518,13:51,60,80,19.6,6.4595,0.810198903,,Yes,,"Nest 1 inches of grass, start of sides",,Testes large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100347274,0.093203441,0.096299986,0.094768628,,,,-0.394407806,0.047826887,-0.253248322,0.040709749
HSM3,House Sparrow,Facultative Cavity,zCavity,M,Passeridae,NA,Natural,NA,NA,3/25/20,9:09 AM,SEW/MJW,Passive ,Net,-,-,-,No.Playback,-,Hopscotch South ,-,-,9:09 AM,9:18 AM,NA,,Yes,30,26.8,13:43,103,11:53,126,,,3.685941785,0.566548472,,Yes,8:16,,,"large gonads, x2 adrenals, DD out in a few pieces ",,,-,,,,,,,,,,,,,,,,,,,,,,,,,,0.106910558,0.084495645,0.11707299,0.104974214,,,,-0.372874146,0.035348081,-0.180538791,0.065512814
HSM4,House Sparrow,Facultative Cavity,zCavity,M,Passeridae,NA,Natural,NA,NA,3/25/20,10:56 AM,SEW/MJW,Passive ,Net,-,-,-,No.Playback,-,Hopscotch South ,-,-,10:56 AM,10:59 AM,NA,0:05,Yes,25-30,27,9:15,555,8:54,32,,,9.125125,0.960238822,,Yes,8:13,,,"very little trunk blood, really good DD, 2 adrenals, very large gonads (chickpea size), may have popped eye a bit  ",,,-,,,,,,,,,,,,,,,,,,,,,,,,,,0.14818053,0.0838924,0.14872224,0.099626827,,,,-0.36200597,0.052377532,-0.281156318,0.089235293
HSM6,House Sparrow,Facultative Cavity,zCavity,M,Passeridae,NA,Natural,NA,NA,3/25/20,1:02 PM,SEW/MJW,Passive ,Net,-,-,-,No.Playback,-,Hopscotch South ,-,-,1:10 PM,1:12 PM,NA,,Yes,20-30,26.1,11:31,691,9:30,20,,,12.5058125,1.097111913,,Yes,7:16,,,"collected some trunk blood from cavity, trunk blood not much at all, huge gonads, 2 adrenals, good DD x2, spleen light color but looked vascular/veiny, larger than other individuals ",,took awhile to get out of net ,-,,,,,,,,,,,,,,,,,,,,,,,,,,0.121172949,0.106172897,0.10359648,0.075460476,,,,-0.400763592,0.080864674,-0.355296478,0.054003126
HSM7,House Sparrow,Facultative Cavity,zCavity,M,Passeridae,NA,Natural,NA,NA,4/1/20,9:18 AM,SEL,Passive ,Net,-,-,-,No.Playback,-,348 S Morton ,-,-,9:18 AM,9:24 AM,NA,0:24,Yes,100,26,8:31,511,15:49,79,,,4.688,0.670987603,,Yes,7:12,,,"popped G1, testes huge and yellow/white",,,-,,,,,,,,,,,,,,,,,,,,,,,,,,0.104987451,0.091447995,0.111045454,0.079068887,,,,-0.390974107,0.057682755,-0.260154178,0.051221724
KYTSM3,Tree Swallow,Obligate.Cavity,zCavity,M,Hirundinidae,NA,NA,NA,NA,4/5/19,1:39 PM,SEL,Passive,Box,,,,No.Playback,,KY 44,,,1:39 PM,1:43 AM,NA,:30,Yes,100,21.9,7:38,458,15:38,173,118.5,,4.8705,0.687573548,,Yes,,,,Nicked L terencephalon,"Gonads med, gray",R eye on top of left eye: dont think he had F mate: in box ~15 min?: nice adrenals: unsure about ductus deferens,,,,,,,,,,,,,,,,,,,,,,,,,,,0.112674918,-0.084781119,-0.041516732,-0.110241554,,,,0.071913996,-0.050619027,0.138262591,0.05688658
PWF5,Prothonotary Warbler,Obligate.Cavity,zCavity,F,Parulidae,NA,NA,NA,NA,4/27/21,3:51,SEL,Passive,Net,PWM1,M,XC542561,No.Playback,1,BCA 20,3:48,,3:51,3:55,NA,:20,Yes,50,15.5,9:18,558,17:36,89,70,19.6,0.1901,-0.721017883,,Yes,5:40,paired with PWM6,F came in to F chips and mount and began attacking,"telencephalon nicked, especially by Hp","oviduct developed, 1 med yellow follicle, many small yellow follicles, unsure about adrenals",,n4,TAE didn't observe,,,,,,,,,,,,,,,,,,,,,,~half of trial recorded,,,-0.121513453,-0.100797606,0.086681884,-0.004602917,0.01586876,0.041782103,0.20999737,,,,
PWM3,Prothonotary Warbler,Obligate.Cavity,zCavity,M,Parulidae,NA,NA,NA,NA,4/26/21,9:59,SEL,Passive,Net,,,,No.Playback,,BCA 35,,,9:59,10:04,NA,:21,Yes,none,14.6,8:59,539,16:21,58,75,18.9,6.02875,0.780227275,,Yes,6:08,paired with PWF3,,,"gonads large, white; one bigger than the other",,n4,,,,,,,,,,,,,,,,,,,,,,,,,,0.081232461,-0.096660078,0.107764958,-0.007309306,,,,0.057296623,0.087933825,-0.125614832,0.031364621
PWM5,Prothonotary Warbler,Obligate.Cavity,zCavity,M,Parulidae,NA,NA,NA,NA,4/27/21,9:37,SEL,Passive,Net,,,,No.Playback,,BCA 69,9:37,,9:41,9:45,NA,:20,Yes,50,13.2,8:28,508,17:29,86,74,18.9,12.734875,1.104994686,,Yes,7:12,paired w PWF4,,smushed L eye,testes large and white,,n4,,,,,,,,,,,,,,,,,,,,,,,,,,0.066242753,-0.122308209,0.113868003,0.008150302,,,,0.037358595,0.050955897,-0.141872741,0.012601058
ROF1,American Robin,Open,Open,F,Turdidae,NA,NA,NA,NA,3/16/18,11:11,SEL,Passive,Net,,NA,,No.Playback,,Bayles,11:15,,11:19,11:19,NA,:35,Yes,50,78,11:58,718,16:36,120,,,0.11885,-0.925000814,,Yes,,,NA,NA,small follicles,,,,,,,,,,,,,,,,,,,,,,,,,Failed assay,,,-0.091869937,0.071330318,-0.057103696,-0.083943394,0.04001373,0.030028349,-0.065572487,,,,
ROF2,American Robin,Open,Open,F,Turdidae,NA,NA,NA,NA,3/17/18,8:52,SEL,Passive,Net,,NA,,No.Playback,,Bayles,8:52,,9:16,9:16,NA,1:00,Yes,100,64.4,9:32,572,15:05,270,,,0.0584,-1.233587153,,Yes,,,NA,"mislabeled blood + eye but corrected tube; brain touched side of container, may have nicked",follicles small but many,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.103727976,0.036004621,-0.068251219,-0.063011082,0.106152703,0.059880918,-0.052388206,,,,
ROF3,American Robin,Open,Open,F,Turdidae,NA,NA,NA,NA,3/20/18,10:36,SEL,Passive,Net,,NA,,No.Playback,,Bryan Park,10:40,,10:52,10:52,NA,:33,Yes,100,78.4,11:31,691,17:19,400,,,0.0577,-1.238824187,,Yes,,,M and F acted territorial towards other robins approaching parking lot;,"nicked cerebellum upon opening skull, brain stuck to side so had to scrape off",small-med follicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.079553482,0.052162348,-0.018925008,-0.050254539,0.106053528,0.050166948,-0.047594725,,,,
ROF4,American Robin,Open,Open,F,Turdidae,NA,NA,NA,NA,3/21/18,9:17,SEL,Passive,Net,,NA,,No.Playback,,Byran Park,9:22,,9:26,9:26,NA,1:14,Yes,50,78.2,10:46,646,17:17,285,,,0.06525,-1.185419484,,Yes,,,"M and F acted territorial, chasing and displacing other robins that got close to bare ground foraging spot;",spleen not crazy large like other ones we've seen; brain stuck to side of bucket three times :(,several medium-sized follicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.106563318,0.047038575,-0.049021898,-0.038288283,0.063776558,0.031353265,-0.043704016,,,,
ROF5,American Robin,Open,Open,F,Turdidae,NA,NA,NA,NA,3/25/18,9:15 AM,EMG,Passive,Net,,NA,,No.Playback,,Bryan Park,9:30 AM,,9:34 AM,9:35 AM,NA,NA,Yes,50,NA,12:41,761,18:30,144,,,0.06715,-1.172953983,,Yes,,,"foraging a lot, in a big group","good brain; L eye fell in the snow, so R eye also saved.",small white follicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.073121852,0.048526996,-0.042244447,-0.05207034,0.072029729,0.038767107,-0.042176458,,,,
ROF8,American Robin,Open,Open,F,Turdidae,NA,NA,NA,NA,3/20/20,7:49 AM,SEL,Passive,Net,,,,No.Playback,,7th and Sunrise,,,7:49 AM,7:54 AM,NA,:34,Yes,50,79.3,10:26,626,16:55,159,,,0.47255,-0.325552232,,Yes,8:08,banding w/Alex Jahn,,smushed L eye to fit into tube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.118557732,0.05463272,-0.042473868,-0.063209611,0.134156277,0.028526148,-0.018272264,,,,
YWF3,Yellow Warbler,Open,Open,F,Parulidae,NA,NA,NA,NA,5/13/20,12:22,SEL,Passive,Net,,,,No.Playback,,GP 24,,,12:22,12:23,NA,:17,Yes,none,10.7,8:00,480,24:38:00,90,60,17.7,0.21855,-0.660449189,,Yes,6:46,,,,"large yellow follicle, med yellow follicle; BP",caught w/ YWM5,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.089545871,0.060696885,-0.158866747,0.107835745,0.062781375,0.07568645,-0.045928842,,,,
YWF4,Yellow Warbler,Open,Open,F,Parulidae,NA,NA,NA,NA,5/14/20,1:56,SEL,Passive,,,,,No.Playback,,GP 21,,,1:56,1:57,NA,:24,Yes,none,8.8,9:40,580,14:47,52,61,18.2,0.4931,-0.307064997,,Yes,5:54,,,"spleen dark and large, broke into 3 pieces",follicles small and white,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.123602191,0.052094414,-0.205292482,0.114425786,0.004379146,0.043117162,-0.071678436,,,,
YWM5,Yellow Warbler,Open,Open,M,Parulidae,NA,NA,NA,NA,5/13/20,12:22 PM,SEL,Passive,Net,-,-,-,No.Playback,-,GP24,-,-,12:22 PM,12:34 PM,NA,0:20,Yes,none,9.6,~8:00,NA,~22:00,32,63.5,18.2,1.13375,0.0545173,,Yes,6:22,,,"G2 popped, CP, caught with YWF3, in net for 15 min or less, in bag for 12 min",,,?,,,,,,,,,,,,,,,,,,,,,,,,,,0.078679158,0.038176337,-0.173196721,0.126037853,,,,0.069745437,-0.37514881,0.177782047,0.057412262
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,